Attacker_Name,sessions,activity_recorded,activity_per_session
WB582 (Gaping Augmenter Slot),1,6,6.0
WB582 (Tripel Karmeliet),4,5,1.25
WB582 (gorkg),1,1,1.0
WB583 (GAT01),2,3,1.5
WB583 (Schwarm),1,5,5.0
WB583 (Toronto),3,4,1.3333333333333333
WB583 (Xentheera),4,25,6.25
WB584 (Citala),1,2,2.0
WB584 (Imperator Princeps),2,3,1.5
WB584 (Mister Potato Head),2,10,5.0
WB584 (Pyro),5,16,3.2
WB584 (UnicornFlash),2,22,11.0
WB585 (Barrett50),3,18,6.0
WB585 (Kamikaza),2,9,4.5
WB585 (Paradise Lost),1,1,1.0
WB585 (Undead kightkiller),6,20,3.3333333333333335
WB585 (hellguard3),1,1,1.0
WB585 (stewardess),1,11,11.0
WB586 (Pax Sovereign),2,6,3.0
WB586 (RidinFleetCommander),5,41,8.2
WB586 (UnicornFlash),9,52,5.777777777777778
WB586 (jmeelFC),1,2,2.0
WB587 (Droid3t),1,3,3.0
WB588 (Epimetheus),1,2,2.0
WB588 (Miish_SM),1,10,10.0
WB588 (Myght Guy),4,46,11.5
WB588 (Orphan Sonatian),1,2,2.0
WB588 (gorkg),1,1,1.0
WB588 (larjulam),2,13,6.5
WB589 (Cosplay),2,7,3.5
WB589 (Donnie2012),1,2,2.0
WB589 (Ethereal Pi),48,124,2.5833333333333335
WB589 (FOXJOKE),1,3,3.0
WB589 (Naalu Collective),1,1,1.0
WB589 (PandemicRoyale),1,6,6.0
WB589 (Toronto),1,3,3.0
WB589 (Zero Peace),4,10,2.5
WB589 (dam it),1,1,1.0
WB59 (Ethereal gamma),1,4,4.0
WB590 (Bendis),3,11,3.6666666666666665
WB590 (Darkhaven),1,2,2.0
WB590 (cartoonicus),3,3,1.0
WB591 (Rule),5,6,1.2
WB591 (SimonV2),1,1,1.0
WB591 (Spiritbox),1,4,4.0
WB591 (bloodybirne),4,18,4.5
WB592 (CarrierDragon),2,9,4.5
WB592 (CyborgReaver),1,2,2.0
WB592 (Damen),2,5,2.5
WB592 (Darkhaven),1,2,2.0
WB592 (Dazio),1,6,6.0
WB592 (Spiritbox),2,3,1.5
WB592 (The Master Of Masks),3,7,2.3333333333333335
WB592 (kez),1,5,5.0
WB592 (omega),1,1,1.0
WB593 (Citala),1,27,27.0
WB593 (DrPepper89),1,5,5.0
WB593 (PandemicRoyale),2,7,3.5
WB594 (Sanct Germaine),1,5,5.0
WB595 (Bergiton),2,5,2.5
WB595 (Darkhaven),1,4,4.0
WB595 (FOXJOKE),1,4,4.0
WB595 (Khaak),7,63,9.0
WB595 (Marmaduke 3),1,3,3.0
WB596 (Epimetheus),6,55,9.166666666666666
WB596 (Han Tzu),1,3,3.0
WB596 (Jace-Gannon),1,2,2.0
WB597 (Bendis),1,1,1.0
WB597 (Still Free27),1,4,4.0
WB597 (ada153),2,6,3.0
WB597 (gorkg),9,42,4.666666666666667
WB598 (Myght Guy),1,1,1.0
WB598 (The Eventhorizon),1,1,1.0
WB598 (Time Cop),5,7,1.4
WB598 (hellguard3),1,4,4.0
WB599 (Drushem),1,1,1.0
WB599 (gorkg),3,10,3.3333333333333335
WB6 (Deslock35),1,1,1.0
WB6 (Slizer88),1,1,1.0
WB60 (Davik),1,1,1.0
WB60 (Noint),1,1,1.0
WB60 (try out),1,4,4.0
WB600 (DeJaVu),15,49,3.2666666666666666
WB600 (Federation of Sol),1,2,2.0
WB600 (Hecktor),3,4,1.3333333333333333
WB600 (Mujika),1,5,5.0
WB600 (Paa Snip),6,20,3.3333333333333335
WB600 (T3MP),2,3,1.5
WB600 (USA),1,1,1.0
WB601 (Bready),1,30,30.0
WB601 (Citala),1,5,5.0
WB601 (Crypt),4,23,5.75
WB601 (Darkhaven),1,1,1.0
WB601 (Droid3t),2,5,2.5
WB601 (Duck Hunt),13,21,1.6153846153846154
WB601 (Shadowmaster),1,1,1.0
WB602 (Citala),1,1,1.0
WB602 (Darkhaven),5,9,1.8
WB602 (Mammoth Tank),1,1,1.0
WB602 (doktorbob),1,7,7.0
WB603 (Bendis),10,27,2.7
WB603 (CSE),4,5,1.25
WB603 (Trevor),1,6,6.0
WB603 (ada153),1,1,1.0
WB604 (Claerwyn),3,18,6.0
WB604 (FOXJOKE),6,48,8.0
WB604 (Fleet Of Trains),1,7,7.0
WB604 (Irony),1,1,1.0
WB604 (Schwarm),2,14,7.0
WB604 (bloodybirne),1,1,1.0
WB604 (firestarspelt2),1,4,4.0
WB605 (Bucaneer),1,1,1.0
WB605 (Frailty),2,6,3.0
WB605 (Lune bleue),1,1,1.0
WB605 (Nieuwe Maan),4,10,2.5
WB605 (Pax Sovereign),2,11,5.5
WB605 (Sledge Hammer),8,42,5.25
WB605 (bloodybirne),3,22,7.333333333333333
WB606 (Blue Moon),3,23,7.666666666666667
WB606 (Jace-Gannon),1,4,4.0
WB606 (Undead kightkiller),1,2,2.0
WB607 (Bendis),1,3,3.0
WB607 (Sandor),2,2,1.0
WB607 (pheonix 1),1,6,6.0
WB608 (Myght Guy),2,3,1.5
WB608 (Polyphia),1,4,4.0
WB609 (FOXJOKE),2,9,4.5
WB609 (Spatialist),1,1,1.0
WB609 (Spiritbox),4,19,4.75
WB61 (Archipelago),1,1,1.0
WB61 (Corrupted Seeker),1,1,1.0
WB61 (Kazasu),1,1,1.0
WB61 (Pilgrim),8,66,8.25
WB610 (Darkhaven),1,2,2.0
WB610 (FOXJOKE),3,7,2.3333333333333335
WB610 (InTheBox),9,17,1.8888888888888888
WB610 (larjulam),1,3,3.0
WB610 (valkyre),1,5,5.0
WB611 (Bludz),1,5,5.0
WB611 (Cosplay),2,10,5.0
WB611 (Damen),1,3,3.0
WB611 (Ethereal Eta),2,8,4.0
WB611 (Lleldorin),8,22,2.75
WB611 (No Life with out Jesus),3,3,1.0
WB611 (PandemicRoyale),1,2,2.0
WB611 (dotLuna),4,7,1.75
WB611 (shmJmeel),1,3,3.0
WB612 (Corrupted Seeker),1,1,1.0
WB612 (Detonator),2,9,4.5
WB612 (Droid3t),1,1,1.0
WB612 (Ethereal Pi),1,2,2.0
WB612 (Khaak),7,22,3.142857142857143
WB612 (Lusitano),1,2,2.0
WB612 (Nodonn),2,15,7.5
WB612 (Pilgrim),14,48,3.4285714285714284
WB613 (Bractish),1,1,1.0
WB613 (pheonix 2),1,6,6.0
WB614 (Barony of Letnev),3,5,1.6666666666666667
WB614 (The Eventhorizon),6,12,2.0
WB614 (firestarspelt),1,1,1.0
WB614 (gorkg),1,1,1.0
WB614 (larjulam),1,1,1.0
WB615 (Ethereal Pi),1,1,1.0
WB615 (Sagittarius),1,1,1.0
WB615 (Sardakk Norr),1,1,1.0
WB615 (Undead kightkiller),1,2,2.0
WB616 (Call he Flower),2,11,5.5
WB616 (gorkg),1,4,4.0
WB617 (Noobie always),2,3,1.5
WB617 (Sandor),1,1,1.0
WB617 (Silent Assassin 2),2,11,5.5
WB618 (Lusitano),16,79,4.9375
WB618 (Pax Sovereign),1,1,1.0
WB619 (Garon),2,5,2.5
WB619 (Tom Riddle),2,3,1.5
WB619 (Undead kightkiller),1,5,5.0
WB62 (Douro),3,12,4.0
WB62 (Epimetheus),7,95,13.571428571428571
WB62 (Grimrix),8,55,6.875
WB62 (gorkg),1,8,8.0
WB620 (OG Snooks),1,2,2.0
WB621 (Bractish),1,2,2.0
WB621 (Commander Peet),1,10,10.0
WB621 (bloodybirne),1,1,1.0
WB621 (eLeN),1,1,1.0
WB622 (Imperator Princeps),2,2,1.0
WB622 (Nouvelle lune),3,19,6.333333333333333
WB622 (Penetration Augmenter),1,5,5.0
WB622 (Sandor),1,1,1.0
WB622 (Y O Y),2,8,4.0
WB622 (dollar),6,167,27.833333333333332
WB622 (jmeelFC),2,5,2.5
WB623 (Bendis),3,8,2.6666666666666665
WB623 (CarrierDragon),1,1,1.0
WB623 (Crazy Tom),3,5,1.6666666666666667
WB623 (Mini Jakobsen),2,9,4.5
WB623 (Nayuta),1,5,5.0
WB623 (Slizer88),1,1,1.0
WB623 (Undead kightkiller),2,3,1.5
WB624 (Mammoth Tank),1,1,1.0
WB624 (Murcurian-Icor),1,2,2.0
WB624 (gorkg),1,7,7.0
WB625 (13 The Conqueror),11,387,35.18181818181818
WB625 (FOXJOKE),1,4,4.0
WB625 (Noobie always),10,168,16.8
WB625 (Nouvelle lune),1,5,5.0
WB625 (Undead kightkiller),1,6,6.0
WB625 (bloodybirne),3,19,6.333333333333333
WB626 (Barony of Letnev),1,6,6.0
WB626 (Crazy Tom),5,11,2.2
WB626 (Cyborg Reborn),1,2,2.0
WB626 (Duval),1,6,6.0
WB626 (Super Mario Bros 1),4,9,2.25
WB626 (Undead Bready),1,1,1.0
WB627 (Myght Guy),2,5,2.5
WB627 (Schwarm),1,2,2.0
WB627 (Semaj),1,7,7.0
WB627 (Still Free27),2,2,1.0
WB627 (UnicornFlash),1,1,1.0
WB627 (Y O Y),2,10,5.0
WB628 (Archipelago),1,1,1.0
WB628 (Drushem),1,1,1.0
WB628 (Jace-Gannon),10,48,4.8
WB628 (Silent Assassin 2),2,3,1.5
WB629 (Cosplay),1,4,4.0
WB629 (Gago Coutinho),1,1,1.0
WB629 (Pung),1,3,3.0
WB629 (Swoggy),1,1,1.0
WB629 (bloodybirne),2,10,5.0
WB63 (CSE),3,12,4.0
WB63 (Darkhaven),2,3,1.5
WB63 (Flagship Bucephalus),1,1,1.0
WB63 (The Master Of Masks),4,19,4.75
WB630 (EpicSonata),3,4,1.3333333333333333
WB630 (Head Shot),1,1,1.0
WB630 (Lazerus),1,1,1.0
WB630 (Pilgrim),2,8,4.0
WB630 (Shadowmaster),7,77,11.0
WB630 (Syrrex),1,12,12.0
WB630 (jmeelFC),2,3,1.5
WB631 (The Master Of Masks),1,2,2.0
WB631 (Trevor),1,6,6.0
WB631 (bloodybirne),1,3,3.0
WB632 (Frailty),1,21,21.0
WB632 (fly fast kill hard ect),1,3,3.0
WB633 (Bluish),4,6,1.5
WB633 (Captain Sky),1,11,11.0
WB633 (GAT01),1,2,2.0
WB633 (ReVityyfc),2,10,5.0
WB634 (Douro),6,24,4.0
WB635 (SpaceTrader),4,4,1.0
WB635 (Time Cop),1,11,11.0
WB636 (Bready),1,13,13.0
WB636 (Drushem),1,10,10.0
WB636 (KingOfTheNorth),1,1,1.0
WB636 (Secret of Mana),1,1,1.0
WB636 (Trouble),8,9,1.125
WB637 (Citala),1,1,1.0
WB637 (Droid3t),2,13,6.5
WB638 (Abomni),3,16,5.333333333333333
WB638 (Woozy),1,1,1.0
WB639 (Damen),2,18,9.0
WB639 (Epimetheus),1,11,11.0
WB639 (Lusitano),1,1,1.0
WB639 (Mujika),1,1,1.0
WB639 (Spiritbox),1,1,1.0
WB639 (Yeochee),12,15,1.25
WB64 (Dazio),1,1,1.0
WB64 (UnicornFlash),3,23,7.666666666666667
WB64 (bloodybirne),1,6,6.0
WB64 (stewardess),1,1,1.0
WB640 (Head Shot),1,1,1.0
WB640 (Spiritbox),2,5,2.5
WB641 (Claerwyn),8,21,2.625
WB641 (Frailty),2,3,1.5
WB641 (Refresh),2,2,1.0
WB641 (Trevor),1,7,7.0
WB641 (Undead kightkiller),2,4,2.0
WB641 (zars),2,11,5.5
WB642 (Archipelago),1,1,1.0
WB642 (Douro),2,14,7.0
WB642 (Gargamelikos),1,1,1.0
WB642 (Gerbilator),1,3,3.0
WB642 (Mrs Potato Head),2,9,4.5
WB643 (Dioikitis),1,1,1.0
WB643 (GAT01),3,8,2.6666666666666665
WB643 (Mobile Muff Management),4,6,1.5
WB643 (Undead kightkiller),3,88,29.333333333333332
WB643 (bloodybirne),1,5,5.0
WB643 (crop octagon),3,6,2.0
WB643 (nickel),3,48,16.0
WB644 (Bendis),1,4,4.0
WB644 (FOXJOKE),2,6,3.0
WB645 (Aplha),1,1,1.0
WB645 (MistOfSteel),1,3,3.0
WB645 (Myght Guy),6,31,5.166666666666667
WB645 (firestarspelt2),2,4,2.0
WB646 (Epimetheus),1,6,6.0
WB646 (Frailty),3,23,7.666666666666667
WB646 (Kekistan),1,1,1.0
WB646 (PandemicRoyale),1,1,1.0
WB646 (bloodybirne),5,21,4.2
WB646 (eLeN),22,132,6.0
WB647 (Blauer Mond 3),2,2,1.0
WB647 (Darkhaven),2,2,1.0
WB647 (Llessur),3,7,2.3333333333333335
WB647 (PandemicRoyale),2,2,1.0
WB647 (Yeochee),3,3,1.0
WB648 (FOXJOKE),1,2,2.0
WB648 (Miish_SM),1,7,7.0
WB648 (Mujika),1,1,1.0
WB648 (Still Free27),1,1,1.0
WB648 (gorkg),1,1,1.0
WB648 (unicorn),1,1,1.0
WB649 (13 The Annihilator),1,75,75.0
WB649 (Captain Sky),1,2,2.0
WB649 (Frailty),17,148,8.705882352941176
WB649 (Mammoth Tank),9,33,3.6666666666666665
WB649 (Marmaduke 2),9,39,4.333333333333333
WB649 (Xudoza),1,1,1.0
WB649 (dollar),1,1,1.0
WB649 (hellguard3),1,1,1.0
WB65 (Bready),6,53,8.833333333333334
WB65 (DownAndBelow),1,1,1.0
WB65 (Slizer88),1,1,1.0
WB65 (try out),2,4,2.0
WB650 (Archipelago),1,1,1.0
WB650 (Barrett50),1,2,2.0
WB650 (Igneil),1,3,3.0
WB650 (Kazasu),1,2,2.0
WB650 (Lusitano),4,11,2.75
WB650 (Mammoth Tank),7,27,3.857142857142857
WB650 (Pax Sovereign),1,1,1.0
WB650 (Spiritbox),4,21,5.25
WB650 (T3MP),4,6,1.5
WB650 (Undead Noint),1,5,5.0
WB650 (bloodybirne),1,1,1.0
WB650 (nickel),2,23,11.5
WB650 (njalla),1,1,1.0
WB651 (Bendis),1,2,2.0
WB651 (Blauer Mond),1,3,3.0
WB651 (Bready),1,1,1.0
WB651 (Cerus),2,17,8.5
WB651 (FOXJOKE),2,10,5.0
WB651 (Slizer88),1,4,4.0
WB651 (Syrrex),1,3,3.0
WB651 (The Big Bang Theory),1,2,2.0
WB651 (Undead Noint),1,1,1.0
WB652 (Citala),1,1,1.0
WB652 (Epimetheus),5,6,1.2
WB652 (Loid),1,2,2.0
WB652 (Malystryx),1,1,1.0
WB653 (Fragmented),1,3,3.0
WB653 (Primeval),1,1,1.0
WB653 (ada153),1,2,2.0
WB654 (Archipelago),1,2,2.0
WB654 (Jace-Gannon),5,8,1.6
WB655 (Bendis),6,41,6.833333333333333
WB655 (Grimrix),4,18,4.5
WB655 (Lleldorin),1,1,1.0
WB655 (SpaceTrader),4,6,1.5
WB655 (black_eagle),4,35,8.75
WB655 (jwall121),6,8,1.3333333333333333
WB656 (Abomni),3,34,11.333333333333334
WB656 (Anteros),6,103,17.166666666666668
WB656 (Drushem),3,20,6.666666666666667
WB656 (FOXJOKE),1,3,3.0
WB656 (bloodybirne),3,24,8.0
WB656 (stewardess),1,2,2.0
WB657 (Bluish),5,5,1.0
WB657 (Citala),1,5,5.0
WB657 (Gerbilator),1,2,2.0
WB657 (bloodybirne),2,7,3.5
WB657 (firestarspelt),5,22,4.4
WB658 (Slizer88),1,1,1.0
WB658 (Spiritbox),1,1,1.0
WB659 (Droid3t),1,2,2.0
WB659 (First Blood),5,23,4.6
WB659 (Pilgrim),3,33,11.0
WB659 (ReVityyfc),6,31,5.166666666666667
WB659 (Wanderer),1,2,2.0
WB66 (Archipelago),2,4,2.0
WB66 (Darkhaven),1,2,2.0
WB66 (Imperator Princeps),4,6,1.5
WB66 (Malystryx),1,1,1.0
WB66 (Star Rider),4,11,2.75
WB66 (dotLuna),4,11,2.75
WB660 (L1Z1X Mindnet),1,2,2.0
WB661 (Dioikitis),2,8,4.0
WB661 (FrankNitti),1,2,2.0
WB661 (Mammoth Tank),5,21,4.2
WB661 (Pilgrim),4,20,5.0
WB661 (firestarspelt2),2,5,2.5
WB662 (PeriPock),1,2,2.0
WB662 (Undead kightkiller),1,31,31.0
WB663 (Aiken Drum),5,28,5.6
WB663 (PreyingMantis),2,2,1.0
WB663 (Shadowmaster),1,1,1.0
WB663 (Undead kightkiller),3,81,27.0
WB663 (bloodybirne),1,1,1.0
WB663 (gorkg),2,5,2.5
WB663 (njalla),1,1,1.0
WB664 (Archipelago),1,1,1.0
WB664 (Darkhaven),2,3,1.5
WB664 (First Blood),8,32,4.0
WB664 (Lleldorin),1,1,1.0
WB664 (Tom Riddle),1,2,2.0
WB664 (bloodybirne),1,1,1.0
WB665 (Archipelago),1,4,4.0
WB665 (Fnor),1,1,1.0
WB665 (Sagittarius),3,7,2.3333333333333335
WB665 (Shadowmaster),7,72,10.285714285714286
WB665 (Zyk),2,3,1.5
WB665 (bloodybirne),1,2,2.0
WB665 (shoot me nao),1,6,6.0
WB666 (Niccolo),1,1,1.0
WB666 (hellguard3),1,1,1.0
WB667 (Citala),1,4,4.0
WB667 (Frailty),1,3,3.0
WB667 (Ophiuchus),1,2,2.0
WB667 (TheMerno),1,1,1.0
WB667 (Undead kightkiller),1,3,3.0
WB668 (Audible),2,2,1.0
WB668 (Kazasu),1,1,1.0
WB668 (gorkg),1,1,1.0
WB669 (Douro),8,35,4.375
WB669 (HusTomten),10,50,5.0
WB669 (KingOfTheWest),1,2,2.0
WB669 (Undead kightkiller),1,1,1.0
WB669 (dotLuna),3,11,3.6666666666666665
WB669 (gorkg),2,8,4.0
WB67 (Super Mario Kart),1,2,2.0
WB67 (larjulam),1,6,6.0
WB670 (Hebe),3,43,14.333333333333334
WB670 (OG Snooks),1,1,1.0
WB670 (PreyingMantis),1,7,7.0
WB670 (Pricey),7,11,1.5714285714285714
WB670 (T3MP),1,2,2.0
WB671 (Gago Coutinho),1,2,2.0
WB671 (Gondor),3,12,4.0
WB671 (Harvest Moon),1,1,1.0
WB671 (Lacey),3,3,1.0
WB671 (Pyro),5,18,3.6
WB671 (bloodybirne),1,2,2.0
WB671 (gorkg),1,6,6.0
WB672 (Coin),1,3,3.0
WB672 (Ethereal Mu),11,14,1.2727272727272727
WB672 (Flairscare),2,5,2.5
WB672 (Kelsier),9,18,2.0
WB672 (Lufia II),1,1,1.0
WB672 (Undead kightkiller),1,2,2.0
WB673 (Archipelago),1,1,1.0
WB673 (DownAndBelow),1,2,2.0
WB673 (FOXJOKE),1,3,3.0
WB673 (Tom Riddle),2,3,1.5
WB674 (Archipelago),2,2,1.0
WB674 (Claerwyn),4,13,3.25
WB674 (Dark Revan),2,23,11.5
WB674 (FOXJOKE),1,1,1.0
WB674 (Noint),1,1,1.0
WB674 (SpaceTrader),3,26,8.666666666666666
WB675 (Drushem),1,8,8.0
WB675 (Mr Popup),1,1,1.0
WB675 (Poe Ta Toe),19,72,3.789473684210526
WB675 (bloodybirne),2,5,2.5
WB675 (larjulam),2,8,4.0
WB676 (Darkhaven),1,1,1.0
WB676 (Ethereal gamma),3,6,2.0
WB676 (Harvest Moon),59,334,5.661016949152542
WB676 (Myght Guy),2,5,2.5
WB676 (No Life with out Jesus),3,4,1.3333333333333333
WB676 (Pilgrim),2,2,1.0
WB676 (Theology),1,1,1.0
WB677 (Dont Stare its Rude),1,2,2.0
WB677 (Gerbilator),5,66,13.2
WB677 (firestarspelt),2,7,3.5
WB678 (Archipelago),1,1,1.0
WB678 (Darkhaven),1,1,1.0
WB678 (Frailty),1,6,6.0
WB678 (gorkg),3,3,1.0
WB679 (CoPilot),3,24,8.0
WB679 (Lusitano),3,13,4.333333333333333
WB679 (Noint),1,2,2.0
WB679 (Syrrex),1,3,3.0
WB679 (covitra),1,1,1.0
WB68 (Barony of Letnev),1,1,1.0
WB68 (Erebus),1,1,1.0
WB68 (Lleldorin),7,20,2.857142857142857
WB68 (Veles),1,1,1.0
WB68 (larjulam),2,3,1.5
WB680 (Bractish),6,12,2.0
WB680 (UnicornFlash),1,4,4.0
WB680 (loader),4,53,13.25
WB681 (Anti Matter),6,40,6.666666666666667
WB681 (Lusitano),1,2,2.0
WB682 (Brute),4,41,10.25
WB682 (Sherman),1,2,2.0
WB682 (Still Free27),1,2,2.0
WB682 (try out),6,19,3.1666666666666665
WB683 (Aiken Drum),3,5,1.6666666666666667
WB683 (Archipelago),1,3,3.0
WB683 (Second Peace),5,8,1.6
WB683 (urgg the smelly),8,36,4.5
WB684 (Claerwyn),1,1,1.0
WB684 (Hecktor),4,4,1.0
WB684 (Polyphia),4,8,2.0
WB684 (Savion),2,3,1.5
WB684 (Yeochee),1,2,2.0
WB684 (bloodybirne),1,1,1.0
WB685 (Bready),1,1,1.0
WB685 (FOXJOKE),1,6,6.0
WB685 (Imperator Princeps),3,3,1.0
WB685 (KingOfTheNorth),1,1,1.0
WB685 (OG Snooks),1,2,2.0
WB686 (Citala),1,3,3.0
WB686 (FOXJOKE),1,6,6.0
WB686 (Frailty),1,6,6.0
WB686 (Still a Noob),8,20,2.5
WB686 (gorkg),2,11,5.5
WB687 (Archipelago),1,1,1.0
WB687 (Darkhaven),1,2,2.0
WB687 (Gerbilator),1,1,1.0
WB687 (Head Shot),1,1,1.0
WB687 (Savion),3,12,4.0
WB688 (Citala),1,3,3.0
WB688 (Trevor),1,2,2.0
WB688 (bloodybirne),2,16,8.0
WB688 (dollar),2,6,3.0
WB688 (gorkg),2,2,1.0
WB689 (Ethereal Mu),14,27,1.9285714285714286
WB69 (Captain Sky),1,1,1.0
WB69 (FOXJOKE),1,2,2.0
WB69 (ada153),1,5,5.0
WB69 (firestarspelt2),2,2,1.0
WB690 (Citala),1,1,1.0
WB690 (FOXJOKE),1,3,3.0
WB690 (Xentheera),2,6,3.0
WB691 (Bendis),2,7,3.5
WB691 (Corrupted Seeker),1,2,2.0
WB691 (claireplane),1,2,2.0
WB691 (pheonix 2),1,5,5.0
WB692 (RalStar52ShM),1,1,1.0
WB692 (SpaceLilly),1,1,1.0
WB693 (Harvest Moon),3,29,9.666666666666666
WB693 (Undead kightkiller),1,10,10.0
WB693 (njalla),1,1,1.0
WB694 (Bractish),1,1,1.0
WB694 (Duck Hunt),7,17,2.4285714285714284
WB694 (FOXJOKE),8,85,10.625
WB694 (Marmaduke 5),6,28,4.666666666666667
WB694 (Shadowmaster),2,2,1.0
WB694 (gorkg),10,71,7.1
WB695 (Corrupted Seeker),1,1,1.0
WB695 (FOXJOKE),1,2,2.0
WB695 (Iron),2,7,3.5
WB695 (Llessur),1,2,2.0
WB696 (Blauer Mond 5),1,2,2.0
WB696 (Drushem),2,7,3.5
WB696 (Frailty),6,9,1.5
WB696 (Sandor),2,4,2.0
WB696 (stewardess),1,1,1.0
WB697 (Jace-Gannon),6,23,3.8333333333333335
WB697 (Lleldorin),2,8,4.0
WB697 (Osyrus),1,1,1.0
WB697 (Pax Sovereign),1,2,2.0
WB697 (ada153),1,1,1.0
WB697 (bobby bob),4,23,5.75
WB698 (Abomni),3,11,3.6666666666666665
WB698 (Ethereal Mu),1,1,1.0
WB698 (gorkg),1,1,1.0
WB699 (Bractish),1,1,1.0
WB699 (Deslock35),1,1,1.0
WB699 (ada153),1,1,1.0
WB699 (gorkg),2,8,4.0
WB7 (Dark Revan),2,11,5.5
WB7 (Paradise Lost),1,1,1.0
WB7 (zazzre),2,5,2.5
WB70 (Bendis),1,1,1.0
WB70 (Call he Flower),1,1,1.0
WB70 (FOXJOKE),4,38,9.5
WB70 (MistOfSteel),1,1,1.0
WB70 (Morfin),1,5,5.0
WB70 (Slizer88),1,1,1.0
WB70 (Undead kightkiller),2,8,4.0
WB70 (YourTarget),8,14,1.75
WB700 (Hardcore),2,9,4.5
WB700 (Level 10 Technology),1,1,1.0
WB700 (Loid),4,4,1.0
WB700 (PandemicRoyale),1,1,1.0
WB700 (bloodybirne),8,36,4.5
WB701 (Spacer),3,9,3.0
WB701 (Undead kightkiller),1,2,2.0
WB701 (gorkg),1,1,1.0
WB701 (hellguard3),1,5,5.0
WB702 (Audible),5,8,1.6
WB702 (Captain Sky),1,1,1.0
WB702 (FOXJOKE),4,17,4.25
WB702 (GAT01),1,4,4.0
WB702 (gorkg),1,1,1.0
WB703 (Dioikitis),1,1,1.0
WB703 (Silent Assassin 2),1,1,1.0
WB703 (Still Free27),1,1,1.0
WB704 (FOXJOKE),3,12,4.0
WB704 (Malystryx),1,1,1.0
WB704 (Monty's alt),2,6,3.0
WB705 (FOXJOKE),1,1,1.0
WB705 (Prom Star),1,2,2.0
WB705 (jeffgordon),1,2,2.0
WB705 (shmJmeel),1,1,1.0
WB706 (Bendis),9,23,2.5555555555555554
WB706 (Grass),3,13,4.333333333333333
WB706 (KingOfTheNorth),1,1,1.0
WB706 (Nayuta),1,1,1.0
WB706 (Paradise Lost),1,2,2.0
WB706 (Yeochee),2,3,1.5
WB707 (Cosplay),1,1,1.0
WB707 (Darkhaven),2,2,1.0
WB707 (Douro),2,26,13.0
WB707 (snipingJmeel),1,1,1.0
WB708 (Anti Matter),3,22,7.333333333333333
WB708 (Nieuwe Maan),1,7,7.0
WB708 (shmJmeel),1,1,1.0
WB709 (Ixius),1,3,3.0
WB709 (The Survivor),21,65,3.0952380952380953
WB71 (Archipelago),4,16,4.0
WB71 (Bractish),1,4,4.0
WB71 (Frailty),1,14,14.0
WB71 (Slizer88),2,3,1.5
WB710 (Morfin),5,7,1.4
WB710 (gorkg),1,1,1.0
WB711 (Darkhaven),4,7,1.75
WB711 (Time Cop),2,42,21.0
WB711 (Undead kightkiller),1,3,3.0
WB711 (dollar),1,1,1.0
WB712 (Bready),1,12,12.0
WB712 (FOXJOKE),1,8,8.0
WB712 (Joe121),1,2,2.0
WB712 (JubeiSkill),7,40,5.714285714285714
WB712 (Red Pill),1,3,3.0
WB712 (larjulan),1,1,1.0
WB713 (DIRECTDAMAGE1),1,4,4.0
WB713 (Undead kightkiller),1,7,7.0
WB714 (Blauer Mond 4),9,23,2.5555555555555554
WB714 (Citala),2,25,12.5
WB715 (Dioikitis),1,2,2.0
WB715 (Duval),10,20,2.0
WB715 (FOXJOKE),1,3,3.0
WB715 (Loid),2,3,1.5
WB715 (Lord Kles),4,10,2.5
WB715 (Lusitano),8,17,2.125
WB715 (dotLuna),4,7,1.75
WB716 (CarrierDragon),2,9,4.5
WB716 (Dink Meeker),1,1,1.0
WB716 (Orphan Sonatian),1,16,16.0
WB716 (Pax Sovereign),2,3,1.5
WB716 (Spiritbox),8,15,1.875
WB716 (packer),4,17,4.25
WB717 (Kelsier),1,1,1.0
WB717 (Urthel),1,6,6.0
WB717 (black_eagle),3,34,11.333333333333334
WB717 (dotLuna),6,16,2.6666666666666665
WB718 (GAT01),1,2,2.0
WB718 (No Life with out Jesus),5,6,1.2
WB719 (No Life with out Jesus),3,4,1.3333333333333333
WB719 (Prime Evil Swarm),5,344,68.8
WB719 (Undead kightkiller),2,22,11.0
WB72 (Myght Guy),2,10,5.0
WB72 (Professor Z),9,81,9.0
WB72 (Toronto),1,1,1.0
WB72 (gorkg),1,1,1.0
WB72 (urgg the smelly),6,24,4.0
WB720 (Cragthorn),1,2,2.0
WB720 (Ethereal gamma),1,1,1.0
WB720 (JubeiSkill),6,30,5.0
WB720 (Lusitano),1,3,3.0
WB720 (Malystryx),2,4,2.0
WB720 (little dew),1,3,3.0
WB721 (Douro),8,31,3.875
WB721 (Ethereal Pi),1,1,1.0
WB721 (Khaak),1,1,1.0
WB721 (Myght Guy),2,4,2.0
WB722 (Hebe),1,1,1.0
WB722 (Schwarm),1,1,1.0
WB722 (Trevor),1,6,6.0
WB722 (UnicornFlash),8,51,6.375
WB722 (dotLuna),2,11,5.5
WB722 (larjulam),1,1,1.0
WB723 (Bendis),1,1,1.0
WB723 (DrPepper89),3,15,5.0
WB723 (FOXJOKE),1,1,1.0
WB723 (Fleet Master 3000),2,3,1.5
WB723 (OG Snooks),1,5,5.0
WB723 (Syrrex),2,7,3.5
WB723 (The Master Of Masks),2,7,3.5
WB723 (packer),4,27,6.75
